Word,Definition
preferred,like better; value more highly
gaze,a long fixed look
public,people in general considered as a whole
fourth,following the third position; number four in a countable series
oohing,express admiration and pleasure by uttering `ooh' or `aah'
aahing,express admiration and pleasure by uttering `ooh' or `aah'
crawling,a slow mode of locomotion on hands and knees or dragging the body
appeared,give a certain impression or have a certain outward aspect
silly,a word used for misbehaving children
cover,a covering that serves to conceal or shelter something
cartoon,a humorous or satirical drawing published in a newspaper or magazine
duck,small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs
brighter,emitting or reflecting light readily or in large amounts
calves,young of domestic cattle
sore,an open skin infection
rear,the back of a military formation or procession
initial,the first letter of a word (especially a person's name)
forward,"the person who plays the position of forward in certain games, such as basketball, soccer, or hockey"
narrator,someone who tells a story
marble,a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material
lacy,made of or resembling lace
sock,hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee
seconds,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites
ticked,make a clicking or ticking sound
indian,a member of the race of people living in America when Europeans arrived
pony,a range horse of the western United States
buffalo,large shaggy-haired brown bison of North American plains
explode,cause to burst with a violent release of energy
instinctively,as a matter of instinct
wailed,emit long loud cries
leaked,tell anonymously
tut,"utter `tsk,' `tut,' or `tut-tut,' as in disapproval"
tutting,unavailable
defense,(military) military action or resources protecting a country against potential enemies
mannequin,a woman who wears clothes to display fashions
hymn,a song of praise (to God or to a saint or to a nation)
balance,a state of equilibrium
tattle,disclosing information or giving evidence about another
crawled,move slowly; in the case of people or animals with the body near the ground
civil,applying to ordinary citizens as contrasted with the military
underneath,on the lower or downward side; on the underside of
classroom,a room in a school where lessons take place
captured,succeed in representing or expressing something intangible
knuckled,press or rub with the knuckles
scraped,scratch repeatedly
elbow,hinge joint between the forearm and upper arm and the corresponding joint in the forelimb of a quadruped
nudged,to push against gently
shooter,a large marble used for shooting in the game of marbles
desks,a piece of furniture with a writing surface and usually drawers or other compartments
lip,either of two fleshy folds of tissue that surround the mouth and play a role in speaking
obvious,easily perceived by the senses or grasped by the mind
compared,examine and note the similarities or differences of
sob,a dyspneic condition
wailing,loud cries made while weeping
w,a heavy grey-white metallic element; the pure form is used mainly in electrical applications; it is found in several ores including wolframite and scheelite
stairwell,a vertical well around which there is a stairway
frustrated,"hinder or prevent (the efforts, plans, or desires) of"
curtain,hanging cloth used as a blind (especially for a window)
satchel,luggage consisting of a small case with a flat bottom and (usually) a shoulder strap
number,the property possessed by a sum or total or indefinite quantity of units or individuals
visitors,someone who visits
